positive_pairs.pickle,negative_pairs.pickle
"('Photo', 'Mammal')","('Portrait', 'Audience')"
"('Photo', 'Painting')","('Portrait', 'Lamp')"
"('Head', 'Portrait')","('Portrait', 'Pants')"
"('Accessory', 'Club')","('Portrait', 'Shelf')"
"('Accessory', 'Grass')","('Portrait', 'Machine')"
"('Accessory', 'Shop')","('Portrait', 'Driving')"
"('Accessories', 'Club')","('Portrait', 'School')"
"('Accessories', 'Grass')","('Outdoors', 'Driving')"
"('Accessories', 'Shop')","('Plant', 'Theater')"
"('Suit', 'Dungeon')","('Plant', 'Dance')"
"('Pub', 'Worker')","('Finger', 'Court')"
"('Pub', 'Jewelry')","('Finger', 'Art')"
"('Pub', 'Closet')","('Finger', 'Blazer')"
"('Woman', 'Person')","('Transportation', 'Vigil')"
"('Woman', 'Human')","('Vehicle', 'Vigil')"
"('Woman', 'Blazer')","('Electronics', 'Architecture')"
"('Woman', 'Couch')","('Electronics', 'Jewelry')"
"('Building', 'Architecture')","('Jacket', 'Ear')"
"('Building', 'Helmet')","('Fashion', 'Head')"
"('Portrait', 'Smile')","('Fashion', 'Court')"
"('Plant', 'Hat')","('Tie', 'Finger')"
"('Plant', 'Shorts')","('Tie', 'Jacket')"
"('Finger', 'Hair')","('Tie', 'Sleeve')"
"('Finger', 'Floor')","('Tie', 'Ear')"
"('Finger', 'Ear')","('Performer', 'Door')"
"('Electronics', 'Glasses')","('Performer', 'Clinic')"
"('Table', 'Door')","('Performer', 'Book')"
"('Nature', 'Outdoors')","('Dating', 'Sleeve')"
"('Fashion', 'Performer')","('Dating', 'Crypt')"
"('Fashion', 'Blossom')","('Dating', 'School')"
"('Fashion', 'Flower')","('Court', 'Jewelry')"
"('Fashion', 'Dance')","('Court', 'Closet')"
"('Tie', 'Accessory')","('Wood', 'Head')"
"('Tie', 'Accessories')","('Wood', 'Skin')"
"('Tie', 'Wine')","('Sitting', 'Performer')"
"('Girl', 'Couch')","('Sitting', 'Crypt')"
"('Girl', 'Dress')","('Robe', 'Pedestrian')"
"('Court', 'Wine')","('Robe', 'Hand')"
"('Wood', 'Flooring')","('Robe', 'Clinic')"
"('Wood', 'Floor')","('Gown', 'Court')"
"('Audience', 'Sport')","('Gown', 'Pedestrian')"
"('Audience', 'Sports')","('Gown', 'Glasses')"
"('Audience', 'Dress')","('Gown', 'Clinic')"
"('Audience', 'Book')","('Door', 'Stage')"
"('Robe', 'Woman')","('Screen', 'Performer')"
"('Robe', 'Blossom')","('Screen', 'Mammal')"
"('Robe', 'Flower')","('Screen', 'Painting')"
"('Robe', 'Tuxedo')","('Child', 'Crypt')"
"('Gown', 'Woman')","('Child', 'Halo')"
"('Gown', 'Blossom')","('Kid', 'Crypt')"
"('Gown', 'Flower')","('Kid', 'Halo')"
"('Child', 'Club')","('Teen', 'Crypt')"
"('Child', 'Shop')","('Teen', 'Theater')"
"('Kid', 'Club')","('Teen', 'Halo')"
"('Kid', 'Shop')","('Teen', 'Painting')"
"('Sleeve', 'Finger')","('Art', 'Shelf')"
"('Sleeve', 'School')","('Art', 'Shorts')"
"('Teen', 'Club')","('Art', 'Driving')"
"('Art', 'Vigil')","('Monitor', 'Mammal')"
"('Architecture', 'Painting')","('Monitor', 'Painting')"
"('Pants', 'Shorts')","('Display', 'Mammal')"
"('Pants', 'School')","('Display', 'Painting')"
"('Dungeon', 'Fashion')","('Architecture', 'Arm')"
"('Dungeon', 'Art')","('Architecture', 'Halo')"
"('Crypt', 'Performer')","('Musician', 'Halo')"
"('Plywood', 'Sleeve')","('Pants', 'Halo')"
"('Club', 'Jewelry')","('Dungeon', 'Electronics')"
"('Club', 'Party')","('Dungeon', 'Door')"
"('Person', 'Shorts')","('Dungeon', 'Text')"
"('Human', 'Shorts')","('Dungeon', 'Shoe')"
"('Clothing', 'Pub')","('Dungeon', 'Arm')"
"('Clothing', 'Blazer')","('Blazer', 'Painting')"
"('Clothing', 'Meal')","('Crypt', 'Pants')"
"('Clothing', 'Wheel')","('Crypt', 'Arm')"
"('Clothing', 'Pottery')","('Crypt', 'Party')"
"('Apparel', 'Pub')","('Crypt', 'Book')"
"('Apparel', 'Blazer')","('Blonde', 'Military')"
"('Apparel', 'Meal')","('Blonde', 'Theater')"
"('Apparel', 'Wheel')","('Shelf', 'Painting')"
"('Apparel', 'Pottery')","('Footwear', 'Halo')"
"('Face', 'Man')","('Person', 'Animal')"
"('Face', 'People')","('Person', 'Jaw')"
"('Coat', 'Clothing')","('Person', 'Pc')"
"('Coat', 'Apparel')","('Human', 'Animal')"
"('Coat', 'Room')","('Human', 'Jaw')"
"('Coat', 'Jacket')","('Human', 'Pc')"
"('Coat', 'Robe')","('Clothing', 'Nature')"
"('Coat', 'Lamp')","('Clothing', 'Screen')"
"('Coat', 'Glass')","('Apparel', 'Nature')"
"('Coat', 'Prison')","('Apparel', 'Screen')"
"('Coat', 'Hug')","('Face', 'Pub')"
"('Coat', 'Closet')","('Face', 'Fashion')"
"('Room', 'Blazer')","('Face', 'Restaurant')"
"('Room', 'Piano')","('Face', 'Crypt')"
"('Room', 'Shop')","('Face', 'Dress')"
"('Furniture', 'Room')","('Face', 'Piano')"
"('Furniture', 'Blonde')","('Coat', 'Finger')"
"('Furniture', 'Speech')","('Coat', 'Sport')"
"('Furniture', 'Pillow')","('Coat', 'Sports')"
"('Furniture', 'Banister')","('Coat', 'Window')"
"('Man', 'Cafe')","('Coat', 'Dance')"
"('Female', 'Child')","('Coat', 'Halo')"
"('Female', 'Kid')","('Coat', 'Stage')"
"('Female', 'Tree')","('Room', 'Photography')"
"('Female', 'Tuxedo')","('Room', 'Photo')"
"('Overcoat', 'Room')","('Room', 'Head')"
"('Overcoat', 'Performer')","('Room', 'Portrait')"
"('Overcoat', 'Lamp')","('Room', 'Art')"
"('People', 'Person')","('Room', 'Sport')"
"('People', 'Human')","('Room', 'Sports')"
"('People', 'Tie')","('Room', 'Smile')"
"('People', 'Performer')","('Room', 'Jaw')"
"('People', 'Club')","('Room', 'Cafe')"
"('Crowd', 'Person')","('Room', 'Jewelry')"
"('Crowd', 'Human')","('Furniture', 'Animal')"
"('Crowd', 'Suit')","('Furniture', 'Theater')"
"('Crowd', 'Robe')","('Furniture', 'Arm')"
"('Crowd', 'Musician')","('Man', 'Furniture')"
"('Crowd', 'Sunglasses')","('Man', 'Couch')"
"('Crowd', 'Stage')","('Man', 'Speech')"
"('Crowd', 'Lecture')","('Man', 'School')"
"('Crowd', 'Helmet')","('Female', 'Nature')"
"('Hair', 'Banister')","('Female', 'Sitting')"
"('Hair', 'Book')","('Female', 'Screen')"
"('Photography', 'Performer')","('Female', 'Shirt')"
"('Photography', 'Skin')","('Female', 'Jaw')"
"('Photo', 'Performer')","('Overcoat', 'Pants')"
"('Photo', 'Skin')","('Overcoat', 'Water')"
"('Head', 'Painting')","('Overcoat', 'Dance')"
"('Accessory', 'Tuxedo')","('People', 'Pub')"
"('Accessories', 'Tuxedo')","('People', 'Screen')"
"('Suit', 'Lamp')","('People', 'Sleeve')"
"('Suit', 'Shirt')","('People', 'Cushion')"
"('Suit', 'Speech')","('Crowd', 'Art')"
"('Pub', 'Lamp')","('Hair', 'Architecture')"
"('Pub', 'Shop')","('Hair', 'Computer')"
"('Woman', 'Plant')","('Hair', 'Hug')"
"('Woman', 'Dating')","('Photography', 'Clothing')"
"('Woman', 'Bed')","('Photography', 'Apparel')"
"('Woman', 'Shoe')","('Photography', 'Pub')"
"('Woman', 'Arm')","('Photography', 'Robe')"
"('Woman', 'Stage')","('Photography', 'Door')"
"('Building', 'Dungeon')","('Photography', 'Tree')"
"('Building', 'Crypt')","('Photography', 'Sport')"
"('Portrait', 'Photography')","('Photography', 'Sports')"
"('Portrait', 'Photo')","('Photography', 'Grass')"
"('Portrait', 'Performer')","('Photography', 'Footwear')"
"('Portrait', 'Halo')","('Photography', 'Cafeteria')"
"('Portrait', 'Painting')","('Photography', 'Shoe')"
"('Plant', 'Club')","('Photography', 'Floor')"
"('Plant', 'Closet')","('Photo', 'Clothing')"
"('Finger', 'Shelf')","('Photo', 'Apparel')"
"('Finger', 'Footwear')","('Photo', 'Pub')"
"('Finger', 'Shoe')","('Photo', 'Robe')"
"('Finger', 'Book')","('Photo', 'Door')"
"('Electronics', 'Sitting')","('Photo', 'Tree')"
"('Electronics', 'Window')","('Photo', 'Sport')"
"('Electronics', 'Book')","('Photo', 'Sports')"
"('Table', 'Sitting')","('Photo', 'Grass')"
"('Table', 'Lamp')","('Photo', 'Footwear')"
"('Table', 'Sleeve')","('Photo', 'Cafeteria')"
"('Jacket', 'Closet')","('Photo', 'Shoe')"
"('Nature', 'Dungeon')","('Photo', 'Floor')"
"('Fashion', 'Clothing')","('Head', 'Furniture')"
"('Fashion', 'Apparel')","('Head', 'Jacket')"
"('Fashion', 'Shorts')","('Head', 'Food')"
"('Fashion', 'Shop')","('Head', 'Cushion')"
"('Tie', 'Military')","('Head', 'Grass')"
"('Tie', 'Tuxedo')","('Head', 'Bed')"
"('Tie', 'Speech')","('Head', 'Cafeteria')"
"('Girl', 'Plant')","('Head', 'Window')"
"('Girl', 'Bed')","('Head', 'Driving')"
"('Girl', 'Stage')","('Head', 'Pc')"
"('Performer', 'Musician')","('Accessory', 'Finger')"
"('Performer', 'Dress')","('Accessory', 'Vigil')"
"('Dating', 'Blazer')","('Accessory', 'Dance')"
"('Dating', 'Club')","('Accessory', 'Painting')"
"('Court', 'Suit')","('Accessories', 'Finger')"
"('Wood', 'Finger')","('Accessories', 'Vigil')"
"('Sitting', 'Sleeve')","('Accessories', 'Dance')"
"('Sitting', 'Pants')","('Accessories', 'Painting')"
"('Sitting', 'Shelf')","('Suit', 'Hair')"
"('Sitting', 'Prison')","('Suit', 'Hat')"
"('Food', 'Bed')","('Suit', 'Plywood')"
"('Robe', 'Dance')","('Pub', 'People')"
"('Gown', 'Tuxedo')","('Pub', 'Symbol')"
"('Gown', 'Shorts')","('Pub', 'Helmet')"
"('Gown', 'Dance')","('Woman', 'Art')"
"('Screen', 'Door')","('Woman', 'Driving')"
"('Screen', 'Driving')","('Woman', 'Helmet')"
"('Child', 'Woman')","('Building', 'Dating')"
"('Child', 'Shorts')","('Building', 'Arm')"
"('Child', 'Jewelry')","('Portrait', 'Furniture')"
"('Kid', 'Woman')","('Portrait', 'Finger')"
"('Kid', 'Shorts')","('Portrait', 'Jacket')"
"('Kid', 'Jewelry')","('Portrait', 'Food')"
"('Hat', 'Mammal')","('Portrait', 'Light')"
"('Sleeve', 'Banister')","('Portrait', 'Club')"
"('Teen', 'Woman')","('Portrait', 'Grass')"
"('Teen', 'Jewelry')","('Portrait', 'Flooring')"
"('Art', 'Mammal')","('Portrait', 'Cafeteria')"
"('Cushion', 'Driving')","('Portrait', 'Shoe')"
"('Architecture', 'Art')","('Portrait', 'Banister')"
"('Animal', 'Mammal')","('Outdoors', 'Pants')"
"('Pants', 'Sleeve')","('Outdoors', 'Shoe')"
"('Crypt', 'Fashion')","('Outdoors', 'School')"
"('Blonde', 'Shop')","('Outdoors', 'Book')"
"('Blonde', 'Jewelry')","('Plant', 'Dungeon')"
"('Blossom', 'Party')","('Plant', 'Vigil')"
"('Flower', 'Party')","('Finger', 'Tie')"
"('Military', 'Halo')","('Finger', 'Architecture')"
"('Dress', 'Dance')","('Finger', 'Vigil')"
"('Dress', 'Party')","('Finger', 'Clinic')"
"('Painting', 'Dungeon')","('Finger', 'Wine')"
"('Party', 'Club')","('Transportation', 'Fashion')"
"('Person', 'Female')","('Vehicle', 'Fashion')"
"('Person', 'Grass')","('Electronics', 'Skin')"
"('Person', 'Book')","('Table', 'People')"
"('Human', 'Female')","('Table', 'Art')"
"('Human', 'Grass')","('Table', 'Dungeon')"
"('Human', 'Book')","('Table', 'Skin')"
"('Clothing', 'Accessory')","('Table', 'Theater')"
"('Clothing', 'Accessories')","('Jacket', 'Halo')"
"('Clothing', 'Table')","('Nature', 'Club')"
"('Clothing', 'Tie')","('Nature', 'Grass')"
"('Clothing', 'Lamp')","('Nature', 'School')"
"('Clothing', 'Teen')","('Fashion', 'Electronics')"
"('Clothing', 'Cushion')","('Fashion', 'Door')"
"('Clothing', 'Shirt')","('Fashion', 'Military')"
"('Apparel', 'Accessory')","('Fashion', 'Arm')"
"('Apparel', 'Accessories')","('Fashion', 'Cafe')"
"('Apparel', 'Table')","('Tie', 'Theater')"
"('Apparel', 'Tie')","('Tie', 'Painting')"
"('Apparel', 'Lamp')","('Tie', 'School')"
"('Apparel', 'Teen')","('Girl', 'Window')"
"('Apparel', 'Cushion')","('Girl', 'Wine')"
"('Apparel', 'Shirt')","('Performer', 'Plant')"
"('Face', 'Woman')","('Performer', 'Electronics')"
"('Face', 'Dance')","('Performer', 'Wood')"
"('Face', 'Wine')","('Performer', 'Sleeve')"
"('Face', 'Painting')","('Performer', 'Cushion')"
"('Face', 'Lecture')","('Performer', 'Text')"
"('Coat', 'Fashion')","('Performer', 'Vegetation')"
"('Coat', 'Performer')","('Performer', 'Driving')"
"('Coat', 'Gown')","('Performer', 'Closet')"
"('Room', 'Coat')","('Performer', 'School')"
"('Room', 'Table')","('Dating', 'Window')"
"('Room', 'Door')","('Dating', 'Theater')"
"('Room', 'Pottery')","('Dating', 'Painting')"
"('Furniture', 'Person')","('Court', 'Shelf')"
"('Furniture', 'Human')","('Court', 'Footwear')"
"('Furniture', 'Hair')","('Court', 'Painting')"
"('Furniture', 'Piano')","('Court', 'Ear')"
"('Furniture', 'Path')","('Wood', 'People')"
"('Furniture', 'Prison')","('Wood', 'Pedestrian')"
"('Man', 'Electronics')","('Wood', 'Stage')"
"('Man', 'Lighting')","('Sitting', 'Dungeon')"
"('Man', 'Jaw')","('Sitting', 'Halo')"
"('Man', 'Wine')","('Food', 'Jaw')"
"('Female', 'Audience')","('Food', 'Military')"
"('Female', 'Cushion')","('Audience', 'Vegetation')"
"('Female', 'Text')","('Audience', 'Pc')"
"('Female', 'Grass')","('Robe', 'Court')"
"('Overcoat', 'Accessory')","('Robe', 'Prison')"
"('Overcoat', 'Accessories')","('Lamp', 'People')"
"('Overcoat', 'Fashion')","('Gown', 'Hand')"
"('Overcoat', 'Robe')","('Gown', 'Military')"
"('Overcoat', 'Gown')","('Gown', 'Prison')"
"('Overcoat', 'Glass')","('Restaurant', 'Jaw')"
"('Overcoat', 'Military')","('Restaurant', 'Painting')"
"('Overcoat', 'Speech')","('Door', 'People')"
"('Overcoat', 'Lecture')","('Door', 'Halo')"
"('People', 'Female')","('Door', 'Jewelry')"
"('People', 'Cafeteria')","('Screen', 'Hat')"
"('People', 'Path')","('Car', 'Dungeon')"
"('People', 'Symbol')","('Car', 'Crypt')"
"('People', 'School')","('Automobile', 'Dungeon')"
"('Crowd', 'Shirt')","('Automobile', 'Crypt')"
"('Crowd', 'Text')","('Child', 'Man')"
"('Crowd', 'Blossom')","('Child', 'Dungeon')"
"('Crowd', 'Flower')","('Kid', 'Man')"
"('Crowd', 'Jaw')","('Kid', 'Dungeon')"
"('Crowd', 'Grass')","('Hat', 'Man')"
"('Crowd', 'Cafeteria')","('Hat', 'Hand')"
"('Crowd', 'Shoe')","('Hat', 'Sunglasses')"
"('Hair', 'Finger')","('Hat', 'Arm')"
"('Hair', 'Robe')","('Sleeve', 'Hand')"
"('Hair', 'Teen')","('Sleeve', 'Arm')"
"('Hair', 'Shelf')","('Teen', 'Man')"
"('Hair', 'Bed')","('Teen', 'Dungeon')"
"('Hair', 'Cafeteria')","('Art', 'Electronics')"
"('Hair', 'Jewelry')","('Art', 'Pants')"
"('Hair', 'Stage')","('Art', 'Club')"
"('Photography', 'People')","('Art', 'Arm')"
"('Photography', 'Nature')","('Art', 'School')"
"('Photography', 'Animal')","('Monitor', 'Performer')"
"('Photo', 'People')","('Display', 'Performer')"
"('Photo', 'Nature')","('Cushion', 'Crypt')"
"('Photo', 'Animal')","('Architecture', 'Hair')"
"('Head', 'Theater')","('Architecture', 'Closet')"
"('Accessory', 'Court')","('Shirt', 'Jewelry')"
"('Accessory', 'Audience')","('Animal', 'Club')"
"('Accessory', 'Chair')","('Dungeon', 'Hair')"
"('Accessory', 'Text')","('Dungeon', 'Lamp')"
"('Accessory', 'Blossom')","('Dungeon', 'Footwear')"
"('Accessory', 'Flower')","('Dungeon', 'Sunglasses')"
"('Accessory', 'Clinic')","('Dungeon', 'Shop')"
"('Accessories', 'Court')","('Dungeon', 'Halo')"
"('Accessories', 'Audience')","('Dungeon', 'School')"
"('Accessories', 'Chair')","('Dungeon', 'Book')"
"('Accessories', 'Text')","('Couch', 'Halo')"
"('Accessories', 'Blossom')","('Crypt', 'Hair')"
"('Accessories', 'Flower')","('Crypt', 'Electronics')"
"('Accessories', 'Clinic')","('Crypt', 'Door')"
"('Suit', 'Room')","('Crypt', 'Text')"
"('Suit', 'Robe')","('Crypt', 'Shelf')"
"('Suit', 'Gown')","('Crypt', 'Shop')"
"('Suit', 'Hand')","('Crypt', 'Halo')"
"('Suit', 'Hug')","('Crypt', 'School')"
"('Pub', 'Dating')","('Glasses', 'Jewelry')"
"('Pub', 'Gown')","('Blonde', 'Crypt')"
"('Pub', 'Party')","('Shelf', 'Dungeon')"
"('Woman', 'Clothing')","('Shelf', 'Crypt')"
"('Woman', 'Apparel')","('Shoe', 'Halo')"
"('Woman', 'Shelf')","('Halo', 'Club')"
"('Woman', 'Tuxedo')","('Halo', 'Banister')"
"('Woman', 'Footwear')","('Person', 'Nature')"
"('Woman', 'School')","('Person', 'Water')"
"('Building', 'Art')","('Person', 'Military')"
"('Portrait', 'Skin')","('Human', 'Nature')"
"('Portrait', 'Water')","('Human', 'Water')"
"('Outdoors', 'Animal')","('Human', 'Military')"
"('Outdoors', 'Symbol')","('Clothing', 'Glasses')"
"('Plant', 'Female')","('Clothing', 'Water')"
"('Plant', 'Girl')","('Clothing', 'Driving')"
"('Plant', 'Food')","('Apparel', 'Glasses')"
"('Plant', 'Jewelry')","('Apparel', 'Water')"
"('Plant', 'Banister')","('Apparel', 'Driving')"
"('Plant', 'Symbol')","('Face', 'Robe')"
"('Finger', 'Glasses')","('Face', 'Art')"
"('Finger', 'Closet')","('Face', 'Monitor')"
"('Transportation', 'Water')","('Face', 'Display')"
"('Transportation', 'Stage')","('Face', 'Cushion')"
"('Vehicle', 'Water')","('Face', 'Musician')"
"('Vehicle', 'Stage')","('Coat', 'Hair')"
"('Electronics', 'Monitor')","('Coat', 'Plant')"
"('Electronics', 'Display')","('Coat', 'Smile')"
"('Electronics', 'Pants')","('Coat', 'Cafeteria')"
"('Electronics', 'Light')","('Coat', 'School')"
"('Electronics', 'Clinic')","('Coat', 'Helmet')"
"('Electronics', 'Ear')","('Room', 'Face')"
"('Table', 'Furniture')","('Room', 'Skin')"
"('Table', 'Wood')","('Room', 'Window')"
"('Table', 'Desk')","('Room', 'Mammal')"
"('Table', 'Closet')","('Room', 'Arm')"
"('Jacket', 'Coat')","('Room', 'Dance')"
"('Jacket', 'Blazer')","('Room', 'Halo')"
"('Jacket', 'Club')","('Room', 'Ear')"
"('Jacket', 'Driving')","('Furniture', 'Man')"
"('Jacket', 'Pottery')","('Furniture', 'Crowd')"
"('Jacket', 'School')","('Furniture', 'Outdoors')"
"('Fashion', 'Couch')","('Furniture', 'Pedestrian')"
"('Fashion', 'Crypt')","('Man', 'Housing')"
"('Tie', 'Overcoat')","('Man', 'Shelf')"
"('Tie', 'Hand')","('Man', 'Sport')"
"('Girl', 'Person')","('Man', 'Sports')"
"('Girl', 'Human')","('Man', 'Window')"
"('Girl', 'Gown')","('Man', 'Wheel')"
"('Girl', 'Child')","('Man', 'Mammal')"
"('Girl', 'Kid')","('Man', 'Floor')"
"('Girl', 'Blazer')","('Man', 'Helmet')"
"('Girl', 'Shelf')","('Female', 'Transportation')"
"('Girl', 'Water')","('Female', 'Pianist')"
"('Girl', 'Banister')","('Overcoat', 'Girl')"
"('Performer', 'Skin')","('Overcoat', 'Car')"
"('Performer', 'Vigil')","('Overcoat', 'Automobile')"
"('Performer', 'Mammal')","('Overcoat', 'Plywood')"
"('Performer', 'Stage')","('Overcoat', 'Smile')"
"('Dating', 'Woman')","('Overcoat', 'Cafeteria')"
"('Dating', 'Party')","('People', 'Wood')"
"('Court', 'Worker')","('People', 'Art')"
"('Court', 'Prison')","('People', 'Monitor')"
"('Court', 'Clinic')","('People', 'Display')"
"('Wood', 'Door')","('People', 'Text')"
"('Wood', 'Pants')","('People', 'Hand')"
"('Wood', 'Banister')","('People', 'Pillow')"
"('Wood', 'Helmet')","('Crowd', 'Jacket')"
"('Sitting', 'Finger')","('Crowd', 'Cushion')"
"('Sitting', 'Clinic')","('Crowd', 'Animal')"
"('Food', 'Shop')","('Crowd', 'Road')"
"('Food', 'Closet')","('Crowd', 'Dungeon')"
"('Audience', 'Gown')","('Crowd', 'Water')"
"('Audience', 'Grass')","('Crowd', 'Wine')"
"('Audience', 'Shoe')","('Hair', 'Coat')"
"('Audience', 'Dance')","('Hair', 'Pedestrian')"
"('Audience', 'Closet')","('Hair', 'Animal')"
"('Robe', 'Couch')","('Hair', 'Machine')"
"('Robe', 'Shorts')","('Hair', 'Window')"
"('Lamp', 'Driving')","('Hair', 'Prison')"
"('Gown', 'Couch')","('Hair', 'Wine')"
"('Restaurant', 'Book')","('Hair', 'Pc')"
"('Door', 'Sleeve')","('Hair', 'Symbol')"
"('Screen', 'Book')","('Photography', 'Table')"
"('Child', 'Hair')","('Photography', 'Fashion')"
"('Child', 'Blossom')","('Photography', 'Sitting')"
"('Child', 'Flower')","('Photography', 'Restaurant')"
"('Child', 'School')","('Photography', 'Speech')"
"('Kid', 'Hair')","('Photography', 'Party')"
"('Kid', 'Blossom')","('Photography', 'Banister')"
"('Kid', 'Flower')","('Photography', 'Helmet')"
"('Kid', 'School')","('Photography', 'Pianist')"
"('Hat', 'Military')","('Photo', 'Table')"
"('Hat', 'Painting')","('Photo', 'Fashion')"
"('Hat', 'Helmet')","('Photo', 'Sitting')"
"('Sleeve', 'Pants')","('Photo', 'Restaurant')"
"('Sleeve', 'Plywood')","('Photo', 'Speech')"
"('Sleeve', 'Shelf')","('Photo', 'Party')"
"('Teen', 'Hair')","('Photo', 'Banister')"
"('Teen', 'Blossom')","('Photo', 'Helmet')"
"('Teen', 'Flower')","('Photo', 'Pianist')"
"('Teen', 'School')","('Head', 'Robe')"
"('Art', 'Architecture')","('Head', 'Restaurant')"
"('Art', 'Animal')","('Head', 'Road')"
"('Monitor', 'Door')","('Head', 'Dress')"
"('Monitor', 'Driving')","('Head', 'Floor')"
"('Monitor', 'Book')","('Head', 'Stage')"
"('Display', 'Door')","('Accessory', 'Hat')"
"('Display', 'Driving')","('Accessory', 'Ear')"
"('Display', 'Book')","('Accessory', 'Banister')"
"('Cushion', 'Shelf')","('Accessories', 'Hat')"
"('Cushion', 'Clinic')","('Accessories', 'Ear')"
"('Musician', 'Dance')","('Accessories', 'Banister')"
"('Couch', 'Shelf')","('Suit', 'Sport')"
"('Plywood', 'Shelf')","('Suit', 'Sports')"
"('Blonde', 'Female')","('Suit', 'Vigil')"
"('Blonde', 'Woman')","('Suit', 'Footwear')"
"('Blonde', 'Girl')","('Suit', 'Pc')"
"('Blonde', 'Teen')","('Suit', 'Banister')"
"('Blonde', 'Club')","('Pub', 'Head')"
"('Shelf', 'Plywood')","('Pub', 'Outdoors')"
"('Shelf', 'School')","('Pub', 'Tie')"
"('Sport', 'School')","('Pub', 'Animal')"
"('Sports', 'School')","('Pub', 'Glasses')"
"('Machine', 'Driving')","('Pub', 'Jaw')"
"('Smile', 'Jewelry')","('Woman', 'Coat')"
"('Vigil', 'Dungeon')","('Woman', 'Head')"
"('Vigil', 'Crypt')","('Woman', 'Building')"
"('Military', 'Symbol')","('Woman', 'Vigil')"
"('Dress', 'Shorts')","('Woman', 'Flooring')"
"('Dress', 'Jewelry')","('Woman', 'Vegetation')"
"('Footwear', 'Shorts')","('Building', 'Person')"
"('Footwear', 'School')","('Building', 'Human')"
"('Shoe', 'School')","('Building', 'Female')"
"('Stage', 'Dance')","('Building', 'Woman')"
"('Person', 'Dating')","('Building', 'Desk')"
"('Person', 'Shirt')","('Portrait', 'Clothing')"
"('Person', 'Pants')","('Portrait', 'Apparel')"
"('Person', 'Bed')","('Portrait', 'Pub')"
"('Person', 'Shop')","('Portrait', 'Table')"
"('Person', 'Dance')","('Portrait', 'Sitting')"
"('Human', 'Dating')","('Portrait', 'Robe')"
"('Human', 'Shirt')","('Portrait', 'Gown')"
"('Human', 'Pants')","('Portrait', 'Couch')"
"('Human', 'Bed')","('Portrait', 'Sport')"
"('Human', 'Shop')","('Portrait', 'Sports')"
"('Human', 'Dance')","('Portrait', 'Vigil')"
"('Clothing', 'Coat')","('Portrait', 'Footwear')"
"('Clothing', 'Sitting')","('Portrait', 'Window')"
"('Clothing', 'Restaurant')","('Portrait', 'Piano')"
"('Clothing', 'Musician')","('Portrait', 'Floor')"
